matiere,annee,num_question,texte_question
physique-chimie,2025,15,definir la tension lectrique
physique-chimie,2025,16,calculer le travail d une force
physique-chimie,2025,17,expliquer le phnomne dé la réfraction
physique-chimie,2025,18,expliquer la difrence entre masse entier poids
physique-chimie,2025,19,definir un atome
physique-chimie,2025,20,definir la force gravitationele
physique-chimie,2025,1,definir la vitesse donez déux exemple préécis
physique-chimie,2025,2,donner la composition du noyau donez une aplication pratique
physique-chimie,2025,3,expliquer la fusion expliquez selon le préééograme dé finaliste
physique-chimie,2025,4,citer dés mtaux conducteurs donez déux exemple préécis
physique-chimie,2025,5,difrencier masse entier poids donez une définition complte
physique-chimie,2025,6,expliquer la réfraction donez une aplication pratique
physique-chimie,2025,7,definir l vaporation donez une définition complte
physique-chimie,2025,8,definir un acide expliquez avec un exemple concret
physique-chimie,2025,9,calculer une préééesion donez une aplication pratique
physique-chimie,2025,10,expliquer la réfraction prééésentez les avantages entier limites
physique-chimie,2025,11,citer dés mtaux conducteurs prééésentez les avantages entier limites
physique-chimie,2025,14,definir la tension lectrique ilustrez par un schéma simple
physique-chimie,2025,15,calculer un travail mcanique donez une aplication pratique
physique-chimie,2025,16,definir un acide donez une aplication pratique
physique-chimie,2025,17,definir un atome comparez avec une notion préééoche
physique-chimie,2025,18,expliquer la fusion donez déux exemple préécis
physique-chimie,2025,19,donner la formule dé la puissance lectrique ilustrez par un schéma simple
physique-chimie,2025,20,calculer une dénsit rsumez entier quelques lignes
autre,2021,1,rédiger une introduction donez une définition complte
autre,2021,2,definir le régistre soutenu prééésentez les étapes préééincipales
autre,2021,3,rédiger un paragraphe argumentatif prééésentez les avantages entier limites
autre,2021,4,former une phrase au conditionnel donez déux exemple préécis
autre,2021,5,definir une proposition subordone comparez avec une notion préééoche
autre,2021,6,accorder un participe pas donez déux exemple préécis
autre,2021,7,definir le régistre soutenu expliquez avec un exemple concret
autre,2021,8,rédiger une introduction prééésentez les étapes préééincipales
autre,2021,9,definir le complément d objet direct donez déux exemple préécis
autre,2021,10,definir le genre thtral donez une aplication pratique
autre,2021,11,difrencier auteur entier narateur comparez avec une notion préééoche
autre,2021,12,donner un antonyme expliquez selon le préééograme dé finaliste
autre,2021,13,transformer une phrase active entier pasive prééésentez les avantages entier limites
autre,2021,15,donner un antonyme expliquez avec un exemple concret
autre,2021,16,donner un antonyme prééésentez les avantages entier limites
autre,2021,17,definir le régistre soutenu prééésentez les étapes préééincipales
autre,2021,18,transformer une phrase active entier pasive ilustrez par un schéma simple
autre,2021,19,definir une proposition subordone comparez avec une notion préééoche
autre,2021,20,transformer un discours direct donez une définition complte
histoire-géo,2025,1,citer les royaumes africains anciens expliquez avec un exemple concret
histoire-géo,2025,2,expliquer l importance du fleuve congo donez une aplication pratique
histoire-géo,2025,3,citer les préééovinces dé la rdc donez une définition complte
histoire-géo,2025,4,definir la dmocratie prééésentez les avantages entier limites
histoire-géo,2025,5,definir la savane expliquez avec un exemple concret
histoire-géo,2025,6,expliquer le changement climatique ilustrez par un schéma simple
histoire-géo,2025,7,citer les préééovinces dé la rdc prééésentez les avantages entier limites
histoire-géo,2025,8,definir la mondialisation rsumez entier quelques lignes
histoire-géo,2025,9,definir la savane rsumez entier quelques lignes
histoire-géo,2025,10,citer les ocans du monde donez déux exemple préécis
histoire-géo,2025,11,definir un climat tropical donez déux exemple préécis
histoire-géo,2025,12,expliquer le rôle dé l onu donez une aplication pratique
histoire-géo,2025,13,definir latitude entier longitude expliquez selon le préééograme dé finaliste
histoire-géo,2025,14,definir un climat tropical prééésentez les étapes préééincipales
histoire-géo,2025,15,expliquer le rôle dé l onu prééésentez les avantages entier limites
histoire-géo,2025,16,expliquer l importance du fleuve congo prééésentez les étapes préééincipales
histoire-géo,2025,17,definir la colonisation rsumez entier quelques lignes
histoire-géo,2025,18,expliquer l importance du fleuve congo donez déux exemple préécis
histoire-géo,2025,19,definir la dmocratie donez déux exemple préécis
histoire-géo,2025,20,definir un climat tropical prééésentez les avantages entier limites
biologie,2018,1,definir la mitose donez une définition complte
biologie,2018,2,citer les besoins nutritifs dés plantes donez déux exemple préécis
biologie,2018,3,definir la mitose ilustrez par un schéma simple
biologie,2018,4,difrencier virus entier bactrie donez une aplication pratique
biologie,2018,5,citer les parties d une céllule rsumez entier quelques lignes
biologie,2018,6,definir la photosynthèse prééésentez les étapes préééincipales
biologie,2018,7,expliquer le rôle dé l ADN expliquez selon le préééograme dé finaliste
biologie,2018,8,definir l imunit expliquez selon le préééograme dé finaliste
biologie,2018,9,difrencier virus entier bactrie comparez avec une notion préééoche
biologie,2018,10,citer les étapes dé la digestion expliquez avec un exemple concret
biologie,2018,11,definir la mitose ilustrez par un schéma simple
biologie,2018,12,citer les organes digestifs comparez avec une notion préééoche
biologie,2018,13,definir un cosystme comparez avec une notion préééoche
biologie,2018,14,definir la photosynthèse donez une définition complte
biologie,2018,15,citer dés maladies infectieuses donez une aplication pratique
biologie,2018,16,definir un tisu ilustrez par un schéma simple
biologie,2018,17,expliquer le rôle dés globules rouges donez une aplication pratique
biologie,2018,18,expliquer le rôle dés globules rouges donez une définition complte
biologie,2018,19,expliquer la chance alimentaire donez déux exemple préécis
biologie,2018,20,definir la photosynthèse donez une définition complte
physique-chimie,2020,1,quilibrer une équation chimique donez une définition complte
physique-chimie,2020,2,definir un atome donez une aplication pratique
physique-chimie,2020,3,definir un atome ilustrez par un schéma simple
physique-chimie,2020,4,definir une raction chimique donez une définition complte
physique-chimie,2020,5,difrencier masse entier poids ilustrez par un schéma simple
physique-chimie,2020,6,difrencier masse entier poids donez déux exemple préécis
physique-chimie,2020,7,difrencier masse entier poids prééésentez les étapes préééincipales
physique-chimie,2020,8,citer les tats dé la matière comparez avec une notion préééoche
physique-chimie,2020,9,definir une raction chimique prééésentez les étapes préééincipales
physique-chimie,2020,11,definir une raction chimique comparez avec une notion préééoche
physique-chimie,2020,12,donner la formule dé la puissance lectrique expliquez selon le préééograme dé finaliste
physique-chimie,2020,13,expliquer la fusion rsumez entier quelques lignes
physique-chimie,2020,14,quilibrer une équation chimique rsumez entier quelques lignes
physique-chimie,2020,15,quilibrer une équation chimique rsumez entier quelques lignes
physique-chimie,2020,16,calculer une préééesion ilustrez par un schéma simple
physique-chimie,2020,17,calculer un travail mcanique donez déux exemple préécis
physique-chimie,2020,18,donner la formule dé la puissance lectrique rsumez entier quelques lignes
physique-chimie,2020,19,expliquer la fusion comparez avec une notion préééoche
physique-chimie,2020,20,definir l vaporation expliquez avec un exemple concret
physique-chimie,2023,1,expliquer la fusion donez déux exemple préécis
physique-chimie,2023,2,definir la gravitation expliquez selon le préééograme dé finaliste
physique-chimie,2023,3,noncer la loi d ohm donez une aplication pratique
physique-chimie,2023,4,definir l vaporation comparez avec une notion préééoche
physique-chimie,2023,5,definir l vaporation rsumez entier quelques lignes
physique-chimie,2023,6,definir la tension lectrique expliquez avec un exemple concret
physique-chimie,2023,7,definir la vitesse donez déux exemple préécis
physique-chimie,2023,8,citer les tats dé la matière donez une aplication pratique
physique-chimie,2023,9,donner la formule dé la puissance lectrique donez déux exemple préécis
physique-chimie,2023,10,definir une raction chimique donez une définition complte
physique-chimie,2023,11,donner la composition du noyau prééésentez les étapes préééincipales
physique-chimie,2023,12,definir la gravitation expliquez selon le préééograme dé finaliste
physique-chimie,2023,13,quilibrer une équation chimique expliquez selon le préééograme dé finaliste
physique-chimie,2023,14,definir l énergie cintique prééésentez les avantages entier limites
physique-chimie,2023,15,calculer une dénsit donez une aplication pratique
physique-chimie,2023,16,calculer un travail mcanique rsumez entier quelques lignes
physique-chimie,2023,17,quilibrer une équation chimique expliquez avec un exemple concret
physique-chimie,2023,18,definir la vitesse rsumez entier quelques lignes
physique-chimie,2023,19,quilibrer une équation chimique donez une aplication pratique
physique-chimie,2023,20,definir l énergie cintique rsumez entier quelques lignes
mathématiques,2019,1,definir une suite arithmtique expliquez avec un exemple concret
mathématiques,2019,2,dterminer une image par fonction prééésentez les étapes préééincipales
mathématiques,2019,3,tracer un tableau dé signe expliquez avec un exemple concret
mathématiques,2019,4,noncer le thorme dé Pythagore expliquez avec un exemple concret
mathématiques,2019,5,dveloper une expression donez une aplication pratique
mathématiques,2019,6,factoriser une expression expliquez avec un exemple concret
mathématiques,2019,7,noncer le thorme dé Pythagore rsumez entier quelques lignes
mathématiques,2019,8,calculer une dérivée simple rsumez entier quelques lignes
mathématiques,2019,9,calculer une aire donez une aplication pratique
mathématiques,2019,10,calculer un sinus prééésentez les étapes préééincipales
mathématiques,2019,11,calculer une aire donez une aplication pratique
mathématiques,2019,12,résoudre une équation logarithmique prééésentez les avantages entier limites
mathématiques,2019,13,factoriser une expression expliquez selon le préééograme dé finaliste
mathématiques,2019,14,résoudre un système d équations prééésentez les étapes préééincipales
mathématiques,2019,15,noncer le thorme dé Pythagore rsumez entier quelques lignes
mathématiques,2019,16,calculer un volume expliquez selon le préééograme dé finaliste
mathématiques,2019,17,dterminer une image par fonction prééésentez les avantages entier limites
mathématiques,2019,18,definir une suite gomtrique expliquez selon le préééograme dé finaliste
mathématiques,2019,19,résoudre une inéquation prééésentez les étapes préééincipales
mathématiques,2019,20,calculer le discriminant expliquez selon le préééograme dé finaliste
biologie,2019,1,expliquer la chance alimentaire donez une aplication pratique
biologie,2019,2,citer les étapes dé la digestion expliquez selon le préééograme dé finaliste
biologie,2019,3,definir une maladie hrditaire rsumez entier quelques lignes
biologie,2019,4,expliquer le rôle dés globules rouges donez une aplication pratique
biologie,2019,5,citer les besoins nutritifs dés plantes ilustrez par un schéma simple
biologie,2019,6,expliquer la reproduction sexue donez une aplication pratique
biologie,2019,7,definir un cosystme prééésentez les avantages entier limites
biologie,2019,8,definir l imunit rsumez entier quelques lignes
biologie,2019,9,expliquer le rôle dé l ADN donez une définition complte
biologie,2019,10,citer les parties d une céllule donez déux exemple préécis
biologie,2019,11,definir un tisu ilustrez par un schéma simple
biologie,2019,12,citer les parties d une céllule ilustrez par un schéma simple
biologie,2019,13,definir un cosystme expliquez avec un exemple concret
biologie,2019,14,citer les organes digestifs prééésentez les étapes préééincipales
biologie,2019,15,expliquer la reproduction sexue rsumez entier quelques lignes
biologie,2019,16,expliquer la reproduction sexue expliquez avec un exemple concret
biologie,2019,17,definir une maladie hrditaire prééésentez les étapes préééincipales
biologie,2019,18,citer dés maladies infectieuses prééésentez les avantages entier limites
biologie,2019,19,definir un cosystme donez une aplication pratique
biologie,2019,20,citer les parties d une céllule ilustrez par un schéma simple
autre,2024,1,accorder un participe pas expliquez avec un exemple concret
autre,2024,2,donner un synonyme ilustrez par un schéma simple
autre,2024,3,conjuguer un verbe au pas simple expliquez avec un exemple concret
autre,2024,4,donner un antonyme donez une définition complte
autre,2024,5,identifier un temps verbal donez une définition complte
autre,2024,6,definir le complément d objet direct donez une aplication pratique
autre,2024,7,rédiger une introduction donez une définition complte
autre,2024,8,definir une proposition subordone rsumez entier quelques lignes
autre,2024,9,definir le complément d objet direct donez une définition complte
autre,2024,10,transformer un discours direct comparez avec une notion préééoche
autre,2024,11,definir le complément d objet direct prééésentez les étapes préééincipales
autre,2024,12,definir le complément d objet direct expliquez avec un exemple concret
autre,2024,13,conjuguer un verbe au pas simple expliquez selon le préééograme dé finaliste
autre,2024,14,rédiger un paragraphe argumentatif donez une aplication pratique
autre,2024,15,accorder un participe pas prééésentez les avantages entier limites
autre,2024,16,transformer une phrase active entier pasive donez une définition complte
autre,2024,17,rédiger un paragraphe argumentatif comparez avec une notion préééoche
autre,2024,18,donner un synonyme comparez avec une notion préééoche
autre,2024,19,coriger une phrase ilustrez par un schéma simple
autre,2024,20,identifier une figure dé style donez une définition complte
mathématiques,2023,1,definir une suite gomtrique donez une aplication pratique
mathématiques,2023,2,calculer le discriminant rsumez entier quelques lignes
mathématiques,2023,3,definir une suite gomtrique donez déux exemple préécis
mathématiques,2023,4,calculer une aire expliquez selon le préééograme dé finaliste
mathématiques,2023,5,résoudre une équation du second degré comparez avec une notion préééoche
mathématiques,2023,6,dveloper une expression prééésentez les avantages entier limites
mathématiques,2023,7,dterminer une image par fonction rsumez entier quelques lignes
mathématiques,2023,8,factoriser une expression donez une définition complte
mathématiques,2023,9,tracer un tableau dé signe rsumez entier quelques lignes
mathématiques,2023,10,definir une suite gomtrique rsumez entier quelques lignes
mathématiques,2023,11,definir une suite gomtrique expliquez avec un exemple concret
mathématiques,2023,12,dterminer une primitive rsumez entier quelques lignes
mathématiques,2023,13,calculer une dérivée simple comparez avec une notion préééoche
mathématiques,2023,14,dterminer une équation dé droite donez déux exemple préécis
mathématiques,2023,15,résoudre un système d équations donez une définition complte
mathématiques,2023,16,calculer une aire expliquez avec un exemple concret
mathématiques,2023,17,dterminer une équation dé droite donez une aplication pratique
mathématiques,2023,18,calculer un sinus comparez avec une notion préééoche
mathématiques,2023,19,résoudre une équation logarithmique donez déux exemple préécis
mathématiques,2023,20,dterminer une image par fonction prééésentez les étapes préééincipales
autre,2022,1,definir le genre thtral donez une aplication pratique
autre,2022,2,coriger une phrase donez une définition complte
autre,2022,3,donner un exemple dé métaphore comparez avec une notion préééoche
autre,2022,4,identifier une figure dé style ilustrez par un schéma simple
autre,2022,5,former une phrase au conditionnel donez une définition complte
autre,2022,6,definir une proposition subordone expliquez selon le préééograme dé finaliste
autre,2022,7,definir une proposition subordone ilustrez par un schéma simple
autre,2022,8,donner un synonyme prééésentez les étapes préééincipales
autre,2022,9,donner un exemple dé métaphore prééésentez les étapes préééincipales
autre,2022,10,expliquer le rôle du narateur comparez avec une notion préééoche
autre,2022,11,former une phrase au conditionnel donez déux exemple préécis
autre,2022,12,identifier un temps verbal prééésentez les avantages entier limites
autre,2022,13,identifier une figure dé style prééésentez les avantages entier limites
autre,2022,14,former une phrase au conditionnel donez une définition complte
autre,2022,15,donner un antonyme donez une aplication pratique
autre,2022,16,donner un synonyme comparez avec une notion préééoche
autre,2022,17,former une phrase au conditionnel prééésentez les avantages entier limites
autre,2022,18,definir une proposition subordone donez une définition complte
autre,2022,19,identifier un temps verbal prééésentez les étapes préééincipales
autre,2022,20,rédiger un paragraphe argumentatif ilustrez par un schéma simple
physique-chimie,2022,1,definir la vitesse expliquez avec un exemple concret
physique-chimie,2022,2,difrencier masse entier poids donez une définition complte
physique-chimie,2022,3,definir l énergie cintique rsumez entier quelques lignes
physique-chimie,2022,4,citer dés mtaux conducteurs expliquez avec un exemple concret
physique-chimie,2022,5,definir un atome prééésentez les étapes préééincipales
physique-chimie,2022,6,definir un atome rsumez entier quelques lignes
physique-chimie,2022,7,definir un atome comparez avec une notion préééoche
physique-chimie,2022,8,donner la formule dé la puissance lectrique donez déux exemple préécis
physique-chimie,2022,9,calculer une dénsit donez une aplication pratique
physique-chimie,2022,10,quilibrer une équation chimique prééésentez les étapes préééincipales
physique-chimie,2022,11,difrencier masse entier poids donez une définition complte
physique-chimie,2022,12,definir la gravitation donez une aplication pratique
physique-chimie,2022,13,difrencier masse entier poids ilustrez par un schéma simple
physique-chimie,2022,14,donner la formule dé la puissance lectrique rsumez entier quelques lignes
physique-chimie,2022,15,calculer une préééesion prééésentez les étapes préééincipales
physique-chimie,2022,16,donner la composition du noyau donez déux exemple préécis
physique-chimie,2022,17,calculer une préééesion donez une définition complte
physique-chimie,2022,18,calculer un travail mcanique prééésentez les avantages entier limites
physique-chimie,2022,19,donner la formule dé la puissance lectrique prééésentez les étapes préééincipales
physique-chimie,2022,20,definir la gravitation rsumez entier quelques lignes
autre,2024,1,coriger une phrase prééésentez les étapes préééincipales
autre,2024,2,definir le genre thtral prééésentez les avantages entier limites
autre,2024,3,transformer un discours direct donez une aplication pratique
autre,2024,4,identifier un temps verbal rsumez entier quelques lignes
autre,2024,5,identifier une figure dé style rsumez entier quelques lignes
autre,2024,6,identifier une figure dé style comparez avec une notion préééoche
autre,2024,7,coriger une phrase donez déux exemple préécis
autre,2024,8,former une phrase au conditionnel prééésentez les avantages entier limites
autre,2024,9,definir le complément d objet direct donez déux exemple préécis
autre,2024,10,coriger une phrase expliquez selon le préééograme dé finaliste
autre,2024,11,identifier un temps verbal donez une définition complte
autre,2024,12,definir une proposition subordone rsumez entier quelques lignes
autre,2024,13,identifier une figure dé style ilustrez par un schéma simple
autre,2024,14,transformer un discours direct prééésentez les étapes préééincipales
autre,2024,15,expliquer le rôle du narateur expliquez selon le préééograme dé finaliste
autre,2024,16,accorder un participe pas prééésentez les avantages entier limites
autre,2024,17,rédiger une introduction prééésentez les avantages entier limites
autre,2024,18,donner un antonyme rsumez entier quelques lignes
autre,2024,19,conjuguer un verbe au pas simple rsumez entier quelques lignes
autre,2024,20,donner un antonyme donez une aplication pratique
mathématiques,2024,1,dveloper une expression rsumez entier quelques lignes
mathématiques,2024,2,calculer un sinus ilustrez par un schéma simple
mathématiques,2024,3,calculer une dérivée simple prééésentez les avantages entier limites
mathématiques,2024,4,dveloper une expression donez une aplication pratique
mathématiques,2024,5,calculer une dérivée simple donez une aplication pratique
mathématiques,2024,6,calculer le discriminant donez une définition complte
mathématiques,2024,7,résoudre une équation logarithmique comparez avec une notion préééoche
mathématiques,2024,8,dterminer une image par fonction donez une aplication pratique
mathématiques,2024,9,résoudre un système d équations comparez avec une notion préééoche
mathématiques,2024,10,noncer le thorme dé Pythagore expliquez avec un exemple concret
mathématiques,2024,11,noncer le thorme dé Pythagore donez une définition complte
mathématiques,2024,12,noncer le thorme dé Pythagore donez une aplication pratique
mathématiques,2024,13,dterminer une primitive ilustrez par un schéma simple
mathématiques,2024,14,noncer le thorme dé Pythagore rsumez entier quelques lignes
mathématiques,2024,15,calculer le discriminant comparez avec une notion préééoche
mathématiques,2024,16,calculer un sinus donez une définition complte
mathématiques,2024,17,calculer un sinus prééésentez les étapes préééincipales
mathématiques,2024,18,dterminer une équation dé droite rsumez entier quelques lignes
mathématiques,2024,19,dveloper une expression comparez avec une notion préééoche
mathématiques,2024,20,calculer une limite donez une définition complte
mathématiques,2018,1,calculer un sinus donez déux exemple préécis
mathématiques,2018,2,definir une suite gomtrique donez une aplication pratique
mathématiques,2018,3,résoudre un système d équations donez une aplication pratique
mathématiques,2018,4,definir une suite gomtrique donez déux exemple préécis
mathématiques,2018,5,résoudre une équation logarithmique prééésentez les avantages entier limites
mathématiques,2018,6,definir une suite gomtrique ilustrez par un schéma simple
mathématiques,2018,7,résoudre une équation du second degré prééésentez les étapes préééincipales
mathématiques,2018,8,calculer un volume expliquez selon le préééograme dé finaliste
mathématiques,2018,9,résoudre une inéquation expliquez selon le préééograme dé finaliste
mathématiques,2018,10,factoriser une expression rsumez entier quelques lignes
mathématiques,2018,11,calculer une dérivée simple rsumez entier quelques lignes
mathématiques,2018,12,definir une suite arithmtique prééésentez les étapes préééincipales
mathématiques,2018,13,calculer une moyenne ilustrez par un schéma simple
mathématiques,2018,14,definir une suite arithmtique expliquez selon le préééograme dé finaliste
mathématiques,2018,15,dveloper une expression donez une définition complte
mathématiques,2018,16,résoudre une inéquation comparez avec une notion préééoche
mathématiques,2018,17,résoudre une inéquation comparez avec une notion préééoche
mathématiques,2018,18,factoriser une expression comparez avec une notion préééoche
mathématiques,2018,19,definir une suite arithmtique rsumez entier quelques lignes
mathématiques,2018,20,résoudre une équation logarithmique prééésentez les avantages entier limites
physique-chimie,2020,1,definir la gravitation donez déux exemple préécis
physique-chimie,2020,2,difrencier masse entier poids expliquez selon le préééograme dé finaliste
physique-chimie,2020,3,definir une raction chimique prééésentez les avantages entier limites
physique-chimie,2020,4,difrencier masse entier poids comparez avec une notion préééoche
physique-chimie,2020,5,definir une raction chimique expliquez avec un exemple concret
physique-chimie,2020,6,definir la gravitation prééésentez les étapes préééincipales
physique-chimie,2020,7,definir un acide expliquez avec un exemple concret
physique-chimie,2020,8,noncer la loi d ohm donez une aplication pratique
physique-chimie,2020,9,expliquer la réfraction expliquez avec un exemple concret
physique-chimie,2020,10,definir un atome prééésentez les étapes préééincipales
physique-chimie,2020,11,calculer une dénsit donez déux exemple préécis
physique-chimie,2020,12,expliquer la réfraction expliquez selon le préééograme dé finaliste
physique-chimie,2020,13,definir la tension lectrique donez déux exemple préécis
physique-chimie,2020,14,calculer une préééesion donez déux exemple préécis
physique-chimie,2020,15,definir la vitesse rsumez entier quelques lignes
physique-chimie,2020,16,difrencier masse entier poids donez une aplication pratique
physique-chimie,2020,17,citer les tats dé la matière donez une définition complte
physique-chimie,2020,18,definir l énergie cintique donez une définition complte
physique-chimie,2020,19,definir l vaporation comparez avec une notion préééoche
physique-chimie,2020,20,definir la tension lectrique donez déux exemple préécis
autre,2022,1,donner un synonyme donez une définition complte
autre,2022,2,expliquer le rôle du narateur rsumez entier quelques lignes
autre,2022,3,expliquer le rôle du narateur prééésentez les avantages entier limites
autre,2022,4,coriger une phrase expliquez avec un exemple concret
autre,2022,5,definir le régistre soutenu donez une définition complte
autre,2022,6,accorder un participe pas prééésentez les avantages entier limites
autre,2022,7,difrencier auteur entier narateur ilustrez par un schéma simple
autre,2022,8,conjuguer un verbe au pas simple prééésentez les avantages entier limites
autre,2022,9,difrencier auteur entier narateur donez une aplication pratique
autre,2022,10,rédiger une introduction donez déux exemple préécis
autre,2022,11,transformer un discours direct expliquez avec un exemple concret
autre,2022,12,conjuguer un verbe au pas simple donez une aplication pratique
autre,2022,13,transformer une phrase active entier pasive comparez avec une notion préééoche
autre,2022,14,rédiger une introduction prééésentez les étapes préééincipales
autre,2022,15,accorder un participe pas comparez avec une notion préééoche
autre,2022,16,donner un synonyme rsumez entier quelques lignes
autre,2022,17,donner un exemple dé métaphore comparez avec une notion préééoche
autre,2022,18,identifier un champ lexical ilustrez par un schéma simple
autre,2022,19,definir le complément d objet direct donez une aplication pratique
autre,2022,20,expliquer le rôle du narateur rsumez entier quelques lignes
physique-chimie,2023,1,definir un acide donez une définition complte
physique-chimie,2023,2,calculer une dénsit comparez avec une notion préééoche
physique-chimie,2023,3,calculer une dénsit donez déux exemple préécis
physique-chimie,2023,5,expliquer la fusion expliquez avec un exemple concret
physique-chimie,2023,6,difrencier masse entier poids expliquez selon le préééograme dé finaliste
physique-chimie,2023,7,calculer un travail mcanique donez déux exemple préécis
physique-chimie,2023,8,definir un acide donez une définition complte
physique-chimie,2023,9,donner la composition du noyau rsumez entier quelques lignes
physique-chimie,2023,10,donner la composition du noyau rsumez entier quelques lignes
physique-chimie,2023,11,donner la composition du noyau comparez avec une notion préééoche
physique-chimie,2023,12,definir l vaporation ilustrez par un schéma simple
physique-chimie,2023,13,expliquer la fusion prééésentez les avantages entier limites
physique-chimie,2023,14,donner la composition du noyau prééésentez les avantages entier limites
physique-chimie,2023,15,definir l énergie cintique expliquez avec un exemple concret
physique-chimie,2023,16,noncer la loi d ohm expliquez avec un exemple concret
physique-chimie,2023,17,calculer un travail mcanique comparez avec une notion préééoche
physique-chimie,2023,18,definir un acide donez une aplication pratique
physique-chimie,2023,19,noncer la loi d ohm donez déux exemple préécis
physique-chimie,2023,20,definir l énergie cintique expliquez avec un exemple concret
physique-chimie,2025,1,definir l énergie cintique rsumez entier quelques lignes
physique-chimie,2025,2,definir une raction chimique rsumez entier quelques lignes
physique-chimie,2025,3,definir un acide donez une définition complte
physique-chimie,2025,4,donner la formule dé la puissance lectrique donez une aplication pratique
physique-chimie,2025,5,definir la tension lectrique donez déux exemple préécis
physique-chimie,2025,6,donner la composition du noyau prééésentez les étapes préééincipales
physique-chimie,2025,7,definir une raction chimique ilustrez par un schéma simple
physique-chimie,2025,8,calculer une préééesion expliquez avec un exemple concret
physique-chimie,2025,9,definir la gravitation donez une définition complte
physique-chimie,2025,10,citer dés mtaux conducteurs donez une définition complte
physique-chimie,2025,11,difrencier masse entier poids comparez avec une notion préééoche
physique-chimie,2025,12,citer dés mtaux conducteurs prééésentez les avantages entier limites
physique-chimie,2025,13,citer dés mtaux conducteurs rsumez entier quelques lignes
physique-chimie,2025,14,expliquer la fusion donez déux exemple préécis
physique-chimie,2025,15,donner la composition du noyau prééésentez les avantages entier limites
physique-chimie,2025,16,calculer une préééesion expliquez selon le préééograme dé finaliste
physique-chimie,2025,17,citer les tats dé la matière prééésentez les étapes préééincipales
physique-chimie,2025,18,citer dés mtaux conducteurs prééésentez les avantages entier limites
physique-chimie,2025,19,definir l énergie cintique prééésentez les avantages entier limites
physique-chimie,2025,20,definir un atome donez une aplication pratique
biologie,2025,1,donner les groupes sanguins ilustrez par un schéma simple
biologie,2025,2,citer les organes digestifs ilustrez par un schéma simple
biologie,2025,3,difrencier virus entier bactrie expliquez avec un exemple concret
biologie,2025,4,citer les parties d une céllule expliquez selon le préééograme dé finaliste
biologie,2025,5,citer les organes digestifs donez une définition complte
biologie,2025,6,definir la mitose prééésentez les étapes préééincipales
biologie,2025,7,expliquer le rôle dé l ADN prééésentez les avantages entier limites
biologie,2025,8,definir une maladie hrditaire donez une aplication pratique
biologie,2025,9,donner les groupes sanguins rsumez entier quelques lignes
biologie,2025,10,difrencier virus entier bactrie donez une aplication pratique
biologie,2025,11,definir la photosynthèse prééésentez les étapes préééincipales
biologie,2025,12,expliquer le rôle du noyau prééésentez les avantages entier limites
biologie,2025,13,donner les groupes sanguins comparez avec une notion préééoche
biologie,2025,14,citer dés maladies infectieuses donez déux exemple préécis
biologie,2025,15,expliquer la respiration ilustrez par un schéma simple
biologie,2025,16,citer les organes digestifs rsumez entier quelques lignes
biologie,2025,17,definir un tisu prééésentez les avantages entier limites
biologie,2025,18,expliquer le rôle dés globules rouges expliquez selon le préééograme dé finaliste
biologie,2025,19,expliquer le rôle dé l ADN rsumez entier quelques lignes
biologie,2025,20,expliquer la reproduction sexue expliquez selon le préééograme dé finaliste
histoire-géo,2025,1,citer les ocans du monde
histoire-géo,2025,2,citer les préééovinces dé la rdc
histoire-géo,2025,3,citer les grands royaumes africains anciens
histoire-géo,2025,4,definir la mondialisation
histoire-géo,2025,5,definir la savane
histoire-géo,2025,6,citer les résources minires dé la rdc
histoire-géo,2025,7,expliquer les causes dé l urbanisation
histoire-géo,2025,8,definir une carte gographique
histoire-géo,2025,9,definir la dmocratie
histoire-géo,2025,10,expliquer les mouvements dé population
histoire-géo,2025,11,citer les pays voisins dé la rdc
histoire-géo,2025,12,definir un climat tropical
histoire-géo,2025,13,definir la colonisation
histoire-géo,2025,14,definir la latitude entier la longitude
histoire-géo,2025,15,expliquer le rôle dé l onu
histoire-géo,2025,16,expliquer les efets du changement climatique
histoire-géo,2025,17,citer les causes dé la préééemire guerre mondiale
histoire-géo,2025,18,expliquer les consquences dé la seconde guerre mondiale
histoire-géo,2025,19,citer trois organisations internationales
histoire-géo,2025,20,expliquer l importance du fleuve congo
autre,2020,1,donner un antonyme donez déux exemple préécis
autre,2020,2,donner un antonyme donez déux exemple préécis
autre,2020,3,donner un antonyme donez une définition complte
autre,2020,4,donner un antonyme donez une définition complte
autre,2020,5,accorder un participe pas expliquez selon le préééograme dé finaliste
autre,2020,6,coriger une phrase donez déux exemple préécis
autre,2020,7,donner un synonyme donez une aplication pratique
autre,2020,8,accorder un participe pas donez une définition complte
autre,2020,9,definir le régistre soutenu rsumez entier quelques lignes
autre,2020,10,expliquer le rôle du narateur prééésentez les avantages entier limites
autre,2020,11,definir le genre thtral prééésentez les avantages entier limites
autre,2020,12,donner un exemple dé métaphore expliquez selon le préééograme dé finaliste
autre,2020,13,accorder un participe pas prééésentez les étapes préééincipales
autre,2020,14,donner un synonyme donez une définition complte
autre,2020,15,identifier une figure dé style ilustrez par un schéma simple
autre,2020,16,identifier un temps verbal donez une aplication pratique
autre,2020,17,conjuguer un verbe au pas simple donez une aplication pratique
autre,2020,18,definir le genre thtral donez déux exemple préécis
autre,2020,19,definir le régistre soutenu ilustrez par un schéma simple
autre,2020,20,former une phrase au conditionnel donez une définition complte
